-1.704969823848998312e+00;0.000000000000000000e+00
8.944694099480537952e-01;9.634658653665826300e-01
-3.341617082461047217e-02;-4.048788815806554919e-01
8.237986611725094388e-01;8.097577631613110949e-01
1.303368873389459674e-16;0.000000000000000000e+00
-1.825461047451705787e-01;-4.048788815806554919e-01
8.944694099480547944e-01;-1.040319916469218287e+00
-5.092592769046681012e-01;7.685405110263583695e-02
-1.825461047451703012e-01;9.614813431917820315e-17
1.303368873389459674e-16;-4.807406715958910157e-17
3.600042651565996121e-01;0.000000000000000000e+00
5.893699944011568936e-01;-9.614813431917820315e-17
6.613599586883300852e-01;1.413488643531219502e+00
1.380663910305878569e-16;0.000000000000000000e+00
-2.168366332074981973e+00;2.403703357979455079e-17
2.761327820611757139e-16;-6.675347444125642182e-01
-2.987831542208107538e-01;-7.459538991186558388e-01
-1.047047609431667470e-01;-2.884444029575345971e-16
5.430071849342816837e-01;2.884444029575345971e-16
4.181128440585908934e-01;-4.807406715958910157e-17
4.820444396087790739e-01;-1.754310877508144628e+00
6.932133576582869550e-01;5.613460224570594459e-01
-3.755737457030406516e-16;0.000000000000000000e+00
-7.511474914060813032e-16;1.596305985174797659e-01
1.173667955322002036e-17;-4.935570621316664464e-01
4.820444396087792960e-01;1.284554551476072159e-16
6.259562428384010449e-17;-1.289023208150334165e-01
-1.696503351891996692e-01;0.000000000000000000e+00
-1.969696341295424702e+00;4.370142130876663589e-01
4.820444396087792405e-01;1.218779426392638365e+00
nan;0.000000000000000000e+00
nan;-5.000000000000001110e-01
nan;1.207106781186547462e+00
nan;0.000000000000000000e+00
nan;0.000000000000000000e+00
nan;-5.128561644869782046e-17
nan;0.000000000000000000e+00
nan;-1.282140411217445512e-17
nan;-1.207106781186547240e+00
nan;4.999999999999998890e-01
-4.971536808707701094e-01;nan
-5.697888938543160694e-17;nan
1.598010891915727649e+00;nan
-4.971536808707689437e-01;nan
-9.461888144440741000e-01;nan
4.971536808707684441e-01;nan
-4.558311150834528556e-16;nan
4.273416703907370829e-17;nan
-1.546683966008839395e-01;nan
5.697888938543160694e-17;nan
4.846005602871233386e-01;9.732489894677297526e-01
2.908082674319532601e-01;-3.717480344601845621e-01
-5.707351023299366022e-17;4.223539368442679326e-16
3.424410613979619613e-16;-6.599280263191685984e-17
-9.008014302742733959e-02;4.223539368442679326e-16
-3.424410613979619613e-16;-4.223539368442679326e-16
-1.564449662238466487e+00;-1.203001910015090825e+00
4.846005602871224505e-01;-3.717480344601851727e-01
-5.579361247217506925e-01;9.732489894677303077e-01
9.524565419814455813e-01;4.223539368442679326e-16
4.472135954999592045e-01;nan
4.472135954999596485e-01;nan
4.472135954999587604e-01;nan
4.472135954999564844e-01;nan
2.719479911021036457e-16;nan
0.000000000000000000e+00;nan
-2.236067977499788473e+00;nan
6.798699777552591143e-17;nan
-1.359739955510518229e-16;nan
4.472135954999539309e-01;nan
0.000000000000000000e+00;nan
0.000000000000000000e+00;nan
-1.203001910015091491e+00;nan
0.000000000000000000e+00;nan
2.639712105276674887e-17;nan
9.732489894677301967e-01;nan
-3.717480344601846176e-01;nan
5.279424210553349773e-17;nan
9.732489894677306408e-01;nan
-3.717480344601847286e-01;nan
5.551115123125782702e-17;1.110223024625156540e-16
-2.220446049250313081e-16;5.773502691896259531e-01
-1.110223024625156540e-16;0.000000000000000000e+00
-1.110223024625156540e-16;0.000000000000000000e+00
1.732050807568877859e+00;5.773502691896259531e-01
-2.220446049250313081e-16;-3.330669073875469621e-16
-5.773502691896257311e-01;0.000000000000000000e+00
-5.773502691896260641e-01;0.000000000000000000e+00
1.110223024625156540e-16;-1.732050807568877859e+00
-5.773502691896260641e-01;5.773502691896257311e-01
